Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,2,0.0,0,1.0,8765092,0.0132820606232,0.0,1,0.0,0,0.0132820606232,SAT,,0.045,
2,1,5,0.0,0,1.0,7163446,0.0149099826813,0.0,1,0.0,1,0.0281920433045,SAT,,0.053,
3,2,2,0.0,0,1.0,8765092,0.0139448642731,0.0,1,0.0,1,0.042136907577600004,SAT,,0.053,
4,2,5,0.0,0,1.0,7163446,0.0155899524689,0.0,1,0.0,1,0.0577268600465,SAT,,0.052,
5,1,1,0.0,0,1.0,5320365,0.0156071186066,0.0,1,0.0,1,0.0733339786531,SAT,,0.053,
6,3,2,0.0,0,1.0,8765092,0.014368057251,0.0,1,0.0,1,0.0877020359041,SAT,,0.054,
7,3,1,0.0,0,1.0,5320365,0.014762878418,0.0,1,0.0,1,0.1024649143221,SAT,,0.053,
8,3,5,0.0,0,1.0,7163446,0.015930891037,0.0,1,0.0,1,0.1183958053591,SAT,,0.053,
9,1,3,0.0,0,1.0,8435516,0.210391998291,0.0,1,0.0,1,0.3287878036501,SAT,,0.254,
10,4,1,0.0,0,1.0,5320365,0.014240026474,0.0,1,0.0,1,0.34302783012410004,SAT,,0.053,
11,4,2,0.0,0,1.0,8765092,0.0137050151825,0.0,1,0.0,1,0.35673284530660004,SAT,,0.054,
12,4,3,0.0,0,1.0,8435516,2.04414200783,0.0,0,0.0,1,2.4008748531366,TIMEOUT,,2.067,
13,4,5,0.0,0,1.0,7163446,0.0155999660492,0.0,1,0.0,1,2.4164748191858,SAT,,0.053,
14,1,4,0.0,0,1.0,16049169,0.0258011817932,0.0,1,0.0,2,2.442276000979,SAT,,0.052,
15,5,3,0.0,0,1.0,8435516,2.03220391273,0.0,0,0.0,2,4.4744799137090006,TIMEOUT,,2.066,
16,5,1,0.0,0,1.0,5320365,0.0135188102722,0.0,1,0.0,2,4.4879987239812005,SAT,,0.053,
17,5,5,0.0,0,1.0,7163446,0.0158040523529,0.0,1,0.0,2,4.5038027763341,SAT,,0.053,
18,5,4,0.0,0,1.0,16049169,0.0210981369019,0.0,1,0.0,2,4.524900913236,SAT,,0.053,
19,5,2,0.0,0,1.0,8765092,0.0178761482239,0.0,1,0.0,2,4.5427770614599,SAT,,0.053,
20,1,4,0.0,0,1.0,15375424,0.027370929718,0.0,1,0.0,2,4.5701479911779,SAT,,0.054,
21,6,2,0.0,0,1.0,8765092,0.0144188404083,0.0,1,0.0,2,4.5845668315862005,SAT,,0.053,
22,6,4,0.0,0,1.0,16049169,0.0227000713348,0.0,1,0.0,2,4.607266902921,SAT,,0.053,
23,6,5,0.0,0,1.0,7163446,0.0266559123993,0.0,1,0.0,2,4.6339228153203,SAT,,0.053,
24,6,4,0.0,0,1.0,15375424,0.0254180431366,0.0,1,0.0,2,4.6593408584569005,SAT,,0.053,
25,6,1,0.0,0,1.0,5320365,0.0146038532257,0.0,1,0.0,2,4.6739447116826005,SAT,,0.053,
26,6,3,0.0,0,1.0,8435516,0.050360918045,0.0,1,0.0,2,4.724305629727601,SAT,,0.079,
27,1,5,0.0,0,1.0,15753149,0.0119380950928,0.0,1,0.0,3,4.736243724820401,SAT,,0.041,
28,7,4,0.0,0,1.0,15375424,0.021378993988,0.0,1,0.0,3,4.757622718808401,SAT,,0.052,
29,7,3,0.0,0,1.0,8435516,2.04446411133,0.0,0,0.0,3,6.802086830138401,TIMEOUT,,2.089,
30,7,2,0.0,0,1.0,8765092,0.0150151252747,0.0,1,0.0,3,6.817101955413101,SAT,,0.054,
31,7,1,0.0,0,1.0,5320365,0.0143918991089,0.0,1,0.0,3,6.831493854522001,SAT,,0.056,
32,7,5,0.0,0,1.0,7163446,0.0172491073608,0.0,1,0.0,3,6.848742961882801,SAT,,0.053,
33,7,4,0.0,0,1.0,16049169,0.0178709030151,0.0,1,0.0,3,6.866613864897901,SAT,,0.053,
34,7,5,0.0,0,1.0,15753149,0.0137000083923,0.0,1,0.0,3,6.880313873290201,SAT,,0.053,
35,1,3,0.0,0,1.0,1009110,0.181689977646,0.0,1,0.0,3,7.062003850936201,SAT,,0.203,
36,8,4,0.0,0,1.0,16049169,0.0185470581055,0.0,1,0.0,3,7.080550909041701,SAT,,0.052,
37,8,3,0.0,0,1.0,1009110,2.03836107254,0.0,0,0.0,3,9.1189119815817,TIMEOUT,,2.063,
38,8,3,0.0,0,1.0,8435516,2.04855489731,0.0,0,0.0,3,11.1674668788917,TIMEOUT,,2.089,
39,8,4,0.0,0,1.0,15375424,0.0164890289307,0.0,1,0.0,3,11.1839559078224,SAT,,0.053,
40,8,2,0.0,0,1.0,8765092,0.0141911506653,0.0,1,0.0,3,11.198147058487699,SAT,,0.054,
41,8,5,0.0,0,1.0,7163446,0.0159780979156,0.0,1,0.0,3,11.214125156403298,SAT,,0.052,
42,8,5,0.0,0,1.0,15753149,0.0144898891449,0.0,1,0.0,3,11.228615045548198,SAT,,0.053,
43,8,1,0.0,0,1.0,5320365,0.014121055603,0.0,1,0.0,3,11.242736101151198,SAT,,0.052,
44,1,1,0.0,0,1.0,15686777,0.013002872467,0.0,1,0.0,4,11.255738973618199,SAT,,0.027,
45,9,5,0.0,0,1.0,7163446,0.0177590847015,0.0,1,0.0,4,11.2734980583197,SAT,,0.052,
46,9,3,0.0,0,1.0,1009110,2.08726096153,0.0,0,0.0,4,13.360759019849699,TIMEOUT,,2.11,
47,9,5,0.0,0,1.0,15753149,0.022693157196,0.0,1,0.0,4,13.3834521770457,SAT,,0.052,
48,9,2,0.0,0,1.0,8765092,0.0205109119415,0.0,1,0.0,4,13.403963088987199,SAT,,0.052,
49,9,4,0.0,0,1.0,15375424,0.0235190391541,0.0,1,0.0,4,13.4274821281413,SAT,,0.053,
50,9,1,0.0,0,1.0,5320365,0.0144739151001,0.0,1,0.0,4,13.4419560432414,SAT,,0.052,
51,9,4,0.0,0,1.0,16049169,0.0248610973358,0.0,1,0.0,4,13.466817140577199,SAT,,0.053,
52,9,3,0.0,0,1.0,8435516,2.04194712639,0.0,0,0.0,4,15.508764266967198,TIMEOUT,,2.062,
53,9,1,0.0,0,1.0,15686777,0.0150699615479,0.0,1,0.0,4,15.523834228515097,SAT,,0.053,
54,1,2,0.0,0,1.0,14371703,0.0176417827606,0.0,1,0.0,4,15.541476011275698,SAT,,0.053,
55,10,4,0.0,0,1.0,15375424,0.0173940658569,0.0,1,0.0,4,15.558870077132598,SAT,,0.052,
56,10,2,0.0,0,1.0,8765092,0.01722407341,0.0,1,0.0,4,15.576094150542598,SAT,,0.052,
57,10,2,0.0,0,1.0,14371703,0.0188109874725,0.0,1,0.0,4,15.594905138015099,SAT,,0.052,
58,10,5,0.0,0,1.0,7163446,0.0195171833038,0.0,1,0.0,4,15.614422321318898,SAT,,0.052,
59,10,4,0.0,0,1.0,16049169,0.0186290740967,0.0,1,0.0,4,15.633051395415597,SAT,,0.053,
60,10,3,0.0,0,1.0,8435516,0.0885448455811,0.0,1,0.0,4,15.721596240996698,SAT,,0.127,
61,10,1,0.0,0,1.0,15686777,0.0137519836426,0.0,1,0.0,4,15.735348224639297,SAT,,0.052,
62,10,1,0.0,0,1.0,5320365,0.0130689144135,0.0,1,0.0,4,15.748417139052798,SAT,,0.052,
63,10,5,0.0,0,1.0,15753149,0.0204198360443,0.0,1,0.0,4,15.768836975097098,SAT,,0.052,
64,10,3,0.0,0,1.0,1009110,0.0960619449615,0.0,1,0.0,4,15.864898920058598,SAT,,0.127,
65,1,3,0.0,0,1.0,13757434,0.23783993721,0.0,1,0.0,5,16.102738857268598,SAT,,0.253,
66,11,3,0.0,0,1.0,1009110,0.198841094971,0.0,1,0.0,5,16.3015799522396,SAT,,0.228,
67,11,1,0.0,0,1.0,15686777,0.0136511325836,0.0,1,0.0,5,16.3152310848232,SAT,,0.053,
68,11,4,0.0,0,1.0,16049169,0.0163691043854,0.0,1,0.0,5,16.3316001892086,SAT,,0.052,
69,11,3,0.0,0,1.0,8435516,0.181866884232,0.0,1,0.0,5,16.5134670734406,SAT,,0.204,
70,11,2,0.0,0,1.0,8765092,0.0195798873901,0.0,1,0.0,5,16.533046960830703,SAT,,0.053,
71,11,3,0.0,0,1.0,13757434,0.213311910629,0.0,1,0.0,5,16.7463588714597,SAT,,0.253,
72,11,5,0.0,0,1.0,15753149,0.0198271274567,0.0,1,0.0,5,16.766185998916402,SAT,,0.052,
73,11,1,0.0,0,1.0,5320365,0.0150020122528,0.0,1,0.0,5,16.781188011169203,SAT,,0.053,
74,11,2,0.0,0,1.0,14371703,0.020770072937,0.0,1,0.0,5,16.801958084106204,SAT,,0.052,
75,11,4,0.0,0,1.0,15375424,0.0212788581848,0.0,1,0.0,5,16.823236942291004,SAT,,0.052,
76,11,5,0.0,0,1.0,7163446,0.0215501785278,0.0,1,0.0,5,16.844787120818804,SAT,,0.053,
77,1,4,0.0,0,1.0,5412823,0.0263931751251,0.0,1,0.0,5,16.871180295943905,SAT,,0.053,
78,12,2,0.0,0,1.0,8765092,0.0147590637207,0.0,1,0.0,5,16.885939359664604,SAT,,0.053,
79,12,2,0.0,0,1.0,14371703,0.0151832103729,0.0,1,0.0,5,16.901122570037504,SAT,,0.052,
80,12,1,0.0,0,1.0,5320365,0.0136320590973,0.0,1,0.0,5,16.914754629134805,SAT,,0.052,
81,12,1,0.0,0,1.0,15686777,0.0141580104828,0.0,1,0.0,5,16.928912639617604,SAT,,0.052,
82,12,5,0.0,0,1.0,15753149,0.0203080177307,0.0,1,0.0,5,16.949220657348302,SAT,,0.052,
83,12,4,0.0,0,1.0,15375424,0.0177059173584,0.0,1,0.0,5,16.9669265747067,SAT,,0.053,
84,12,3,0.0,0,1.0,13757434,2.04867887497,0.0,0,0.0,5,19.015605449676702,TIMEOUT,,2.089,
85,12,4,0.0,0,1.0,5412823,0.0191240310669,0.0,1,0.0,5,19.034729480743604,SAT,,0.053,
