Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
44,12,3,1.0,0,1.0,13757434,2.06360602379,0.0,0,0.0,5,13.528361797335997,TIMEOUT,,2.089,
45,10,1,0.0109570026398,0,1.0,8756526,0.0109570026398,0.0,1,0.0,6,13.539318799975797,SAT,,0.03,
46,13,3,1.0,0,1.0,8435516,2.04992604256,0.0,0,0.0,6,15.589244842535798,TIMEOUT,,2.088,
47,10,2,0.0219390392303,0,1.0,12908281,0.0219390392303,0.0,1,0.0,6,15.611183881766099,SAT,,0.053,
48,14,3,1.0,0,1.0,13757434,2.06950592995,0.0,0,0.0,6,17.6806898117161,TIMEOUT,,2.092,
49,10,5,0.0179591178894,0,1.0,6750928,0.0179591178894,0.0,1,0.0,7,17.6986489296055,SAT,,0.051,
50,15,2,0.0146050453186,0,1.0,14371703,0.0146050453186,0.0,1,0.0,7,17.7132539749241,SAT,,0.053,
51,15,2,0.0146889686584,0,1.0,8765092,0.0146889686584,0.0,1,0.0,7,17.7279429435825,SAT,,0.053,
52,15,2,0.014671087265,0,1.0,12908281,0.014671087265,0.0,1,0.0,7,17.742614030847502,SAT,,0.052,
53,15,5,0.0136430263519,0,1.0,6750928,0.0136430263519,0.0,1,0.0,7,17.756257057199402,SAT,,0.053,
54,15,4,0.0195770263672,0,1.0,16049169,0.0195770263672,0.0,1,0.0,7,17.775834083566604,SAT,,0.053,
55,15,1,0.0138370990753,0,1.0,15686777,0.0138370990753,0.0,1,0.0,7,17.789671182641904,SAT,,0.052,
56,15,4,0.0174520015717,0,1.0,15375424,0.0174520015717,0.0,1,0.0,7,17.807123184213605,SAT,,0.053,
57,15,1,0.0151169300079,0,1.0,5320365,0.0151169300079,0.0,1,0.0,7,17.822240114221504,SAT,,0.052,
58,15,5,0.0145809650421,0,1.0,7163446,0.0145809650421,0.0,1,0.0,7,17.836821079263604,SAT,,0.052,
59,15,1,0.0131618976593,0,1.0,8756526,0.0131618976593,0.0,1,0.0,7,17.849982976922906,SAT,,0.052,
60,15,4,0.0175201892853,0,1.0,5412823,0.0175201892853,0.0,1,0.0,7,17.867503166208206,SAT,,0.052,
61,15,5,0.0160381793976,0,1.0,15753149,0.0160381793976,0.0,1,0.0,7,17.883541345605806,SAT,,0.052,
62,15,3,1.0,0,1.0,13757434,2.04273796082,0.0,0,0.0,7,19.926279306425805,TIMEOUT,,2.068,
63,10,3,0.11275601387,0,1.0,9751078,0.11275601387,0.0,1,0.0,7,20.039035320295806,SAT,,0.155,
64,16,4,0.0226900577545,0,1.0,15375424,0.0226900577545,0.0,1,0.0,7,20.061725378050305,SAT,,0.052,
65,10,5,0.0213530063629,0,1.0,12680961,0.0213530063629,0.0,1,0.0,8,20.083078384413206,SAT,,0.052,
66,17,2,0.0153300762177,0,1.0,12908281,0.0153300762177,0.0,1,0.0,8,20.098408460630907,SAT,,0.052,
67,17,3,0.145537853241,0,1.0,8435516,0.145537853241,0.0,1,0.0,8,20.243946313871906,SAT,,0.177,
68,10,1,0.0150430202484,0,1.0,11561724,0.0150430202484,0.0,1,0.0,8,20.258989334120304,SAT,,0.052,
69,18,5,0.0194480419159,0,1.0,12680961,0.0194480419159,0.0,1,0.0,8,20.278437376036205,SAT,,0.053,
70,10,4,0.0185289382935,0,1.0,165298,0.0185289382935,0.0,1,0.0,8,20.296966314329705,SAT,,0.052,
71,19,4,0.0208570957184,0,1.0,5412823,0.0208570957184,0.0,1,0.0,8,20.317823410048106,SAT,,0.052,
72,10,2,0.017459154129,0,1.0,8404473,0.017459154129,0.0,1,0.0,8,20.335282564177106,SAT,,0.052,
73,20,1,0.016391992569,0,1.0,8756526,0.016391992569,0.0,1,0.0,8,20.351674556746108,SAT,,0.053,
74,10,3,0.0848851203918,0,1.0,8482008,0.0848851203918,0.0,1,0.0,8,20.436559677137907,SAT,,0.102,
75,21,1,0.0142719745636,0,1.0,8756526,0.0142719745636,0.0,1,0.0,8,20.450831651701506,SAT,,0.052,
76,10,5,0.0230560302734,0,1.0,8449837,0.0230560302734,0.0,1,0.0,9,20.473887681974904,SAT,,0.052,
77,22,3,0.266283988953,0,1.0,9751078,0.266283988953,0.0,1,0.0,9,20.740171670927904,SAT,,0.303,
78,10,1,0.0132842063904,0,1.0,1835372,0.0132842063904,0.0,1,0.0,9,20.753455877318302,SAT,,0.053,
79,23,1,0.0147778987885,0,1.0,15686777,0.0147778987885,0.0,1,0.0,9,20.7682337761068,SAT,,0.052,
80,10,2,0.016921043396,0,1.0,14656913,0.016921043396,0.0,1,0.0,9,20.7851548195028,SAT,,0.052,
81,24,3,0.199825048447,0,1.0,9751078,0.199825048447,0.0,1,0.0,9,20.9849798679498,SAT,,0.228,
82,10,4,0.0158109664917,0,1.0,4980283,0.0158109664917,0.0,1,0.0,9,21.0007908344415,SAT,,0.053,
83,25,4,0.0204970836639,0,1.0,15375424,0.0204970836639,0.0,1,0.0,9,21.0212879181054,SAT,,0.052,
