"Validation Configuration ID:1","Instance","OverallObjective","Run #1"
"","example_scenarios/spear/instances/test/qcplin2006.6215.cnf","0.0150599479675","0.0150599479675"
"","example_scenarios/spear/instances/test/qcplin2006.37487.cnf","0.0341160297394","0.0341160297394"
"","example_scenarios/spear/instances/test/qcplin2006.4455.cnf","0.00782299041748","0.00782299041748"
"","example_scenarios/spear/instances/test/qcplin2006.48775.cnf","0.00722312927246","0.00722312927246"
"","example_scenarios/spear/instances/test/qcplin2006.34621.cnf","0.00794005393982","0.00794005393982"
"","Overall Objective On Test Set","0.014432430267332"
