Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
50,50,1,2.13871,0,1.7976931348623157E308,-1,0.0,0.0,1,2.13871,5,0.0,SAT,,0.052,
51,51,1,26.507375,0,1.7976931348623157E308,-1,0.0,0.0,1,26.507375,5,0.0,SAT,,0.053,
52,52,1,26.573435,0,1.7976931348623157E308,-1,0.0,0.0,1,26.573435,5,0.0,SAT,,0.053,
53,53,1,18.748801,0,1.7976931348623157E308,-1,0.0,0.0,1,18.748801,5,0.0,SAT,,0.053,
54,54,1,21.146046,0,1.7976931348623157E308,-1,0.0,0.0,1,21.146046,5,0.0,SAT,,0.052,
55,55,1,2.462505,0,1.7976931348623157E308,-1,0.0,0.0,1,2.462505,6,0.0,SAT,,0.053,
56,56,1,6.987912,0,1.7976931348623157E308,-1,0.0,0.0,1,6.987912,6,0.0,SAT,,0.052,
57,57,1,3.138557,0,1.7976931348623157E308,-1,0.0,0.0,1,3.138557,6,0.0,SAT,,0.053,
58,58,1,45.001729,0,1.7976931348623157E308,-1,0.0,0.0,1,45.001729,6,0.0,SAT,,0.053,
59,59,1,2.675031,0,1.7976931348623157E308,-1,0.0,0.0,1,2.675031,6,0.0,SAT,,0.053,
60,60,1,37.733985,0,1.7976931348623157E308,-1,0.0,0.0,1,37.733985,6,0.0,SAT,,0.052,
61,61,1,4.858945,0,1.7976931348623157E308,-1,0.0,0.0,1,4.858945,6,0.0,SAT,,0.053,
62,62,1,15.156067,0,1.7976931348623157E308,-1,0.0,0.0,1,15.156067,6,0.0,SAT,,0.053,
63,63,1,9.705374,0,1.7976931348623157E308,-1,0.0,0.0,1,9.705374,6,0.0,SAT,,0.053,
64,64,1,21.384507,0,1.7976931348623157E308,-1,0.0,0.0,1,21.384507,6,0.0,SAT,,0.053,
65,65,1,2.124427,0,1.7976931348623157E308,-1,0.0,0.0,1,2.124427,6,0.0,SAT,,0.053,
66,66,1,2.475567,0,1.7976931348623157E308,-1,0.0,0.0,1,2.475567,7,0.0,SAT,,0.052,
67,67,1,31.607024,0,1.7976931348623157E308,-1,0.0,0.0,1,31.607024,7,0.0,SAT,,0.053,
68,68,1,18.896842,0,1.7976931348623157E308,-1,0.0,0.0,1,18.896842,7,0.0,SAT,,0.053,
69,69,1,25.972245,0,1.7976931348623157E308,-1,0.0,0.0,1,25.972245,7,0.0,SAT,,0.053,
70,70,1,2.855984,0,1.7976931348623157E308,-1,0.0,0.0,1,2.855984,7,0.0,SAT,,0.053,
71,71,1,3.701417,0,1.7976931348623157E308,-1,0.0,0.0,1,3.701417,7,0.0,SAT,,0.052,
72,72,1,6.434255,0,1.7976931348623157E308,-1,0.0,0.0,1,6.434255,7,0.0,SAT,,0.053,
73,73,1,10.032385,0,1.7976931348623157E308,-1,0.0,0.0,1,10.032385,7,0.0,SAT,,0.053,
74,74,1,6.036421,0,1.7976931348623157E308,-1,0.0,0.0,1,6.036421,7,0.0,SAT,,0.053,
75,75,1,302.498481,0,1.7976931348623157E308,-1,0.0,0.0,1,302.498481,7,0.0,SAT,,0.052,
76,76,1,5.998836,0,1.7976931348623157E308,-1,0.0,0.0,1,5.998836,7,0.0,SAT,,0.053,
77,77,1,138.816047,0,1.7976931348623157E308,-1,0.0,0.0,1,138.816047,8,0.0,SAT,,0.053,
78,78,1,30.232052,0,1.7976931348623157E308,-1,0.0,0.0,1,30.232052,8,0.0,SAT,,0.053,
79,79,1,156.533022,0,1.7976931348623157E308,-1,0.0,0.0,1,156.533022,8,0.0,SAT,,0.053,
80,80,1,47.990404,0,1.7976931348623157E308,-1,0.0,0.0,1,47.990404,8,0.0,SAT,,0.053,
81,81,1,128.834385,0,1.7976931348623157E308,-1,0.0,0.0,1,128.834385,8,0.0,SAT,,0.053,
82,82,1,71.155302,0,1.7976931348623157E308,-1,0.0,0.0,1,71.155302,8,0.0,SAT,,0.053,
83,83,1,119.397562,0,1.7976931348623157E308,-1,0.0,0.0,1,119.397562,8,0.0,SAT,,0.053,
84,84,1,129.148667,0,1.7976931348623157E308,-1,0.0,0.0,1,129.148667,8,0.0,SAT,,0.052,
85,85,1,99.163643,0,1.7976931348623157E308,-1,0.0,0.0,1,99.163643,8,0.0,SAT,,0.053,
86,86,1,98.36606,0,1.7976931348623157E308,-1,0.0,0.0,1,98.36606,8,0.0,SAT,,0.053,
87,87,1,104.705411,0,1.7976931348623157E308,-1,0.0,0.0,1,104.705411,8,0.0,SAT,,0.052,
88,88,1,5.59,0,1.7976931348623157E308,-1,0.0,0.0,1,5.59,9,0.0,SAT,,0.053,
89,89,1,23.757538,0,1.7976931348623157E308,-1,0.0,0.0,1,23.757538,9,0.0,SAT,,0.053,
90,90,1,5.71885,0,1.7976931348623157E308,-1,0.0,0.0,1,5.71885,9,0.0,SAT,,0.053,
91,91,1,10.706228,0,1.7976931348623157E308,-1,0.0,0.0,1,10.706228,9,0.0,SAT,,0.054,
92,92,1,8.90765,0,1.7976931348623157E308,-1,0.0,0.0,1,8.90765,9,0.0,SAT,,0.054,
93,93,1,2.168399,0,1.7976931348623157E308,-1,0.0,0.0,1,2.168399,9,0.0,SAT,,0.052,
94,94,1,5.270267,0,1.7976931348623157E308,-1,0.0,0.0,1,5.270267,9,0.0,SAT,,0.053,
95,95,1,47.645476,0,1.7976931348623157E308,-1,0.0,0.0,1,47.645476,9,0.0,SAT,,0.053,
96,96,1,14.722379,0,1.7976931348623157E308,-1,0.0,0.0,1,14.722379,9,0.0,SAT,,0.053,
97,97,1,22.850746,0,1.7976931348623157E308,-1,0.0,0.0,1,22.850746,9,0.0,SAT,,0.053,
98,98,1,20.139982,0,1.7976931348623157E308,-1,0.0,0.0,1,20.139982,9,0.0,SAT,,0.053,
99,99,1,95.702045,0,1.7976931348623157E308,-1,0.0,0.0,1,95.702045,10,0.0,SAT,,0.053,
100,100,1,56.298863,0,1.7976931348623157E308,-1,0.0,0.0,1,56.298863,10,0.0,SAT,,0.052,
